title,company,location,text,publish_date,link
Embedded & Desktop Linux Systems Engineer - Optimisation,Canonical,"León, Guanajuato, Mexico",,2024-02-20,https://mx.linkedin.com/jobs/view/embedded-desktop-linux-systems-engineer-optimisation-at-canonical-3834320937?position=2&pageNum=5&refId=5wed%2FryVft3UA5OssotY2w%3D%3D&trackingId=JHJn2gdbRQxCZLWmWuWkjw%3D%3D&trk=public_jobs_jserp-result_search-card
Golang Engineer,Canonical,"León, Guanajuato, Mexico",,2024-03-11,https://mx.linkedin.com/jobs/view/golang-engineer-at-canonical-3852150102?position=3&pageNum=5&refId=5wed%2FryVft3UA5OssotY2w%3D%3D&trackingId=4ddIATXnQXRn4UrPM3U2zA%3D%3D&trk=public_jobs_jserp-result_search-card
Cloud Field Engineer - Americas (Remote),Canonical,"León, Guanajuato, Mexico",,2024-04-29,https://mx.linkedin.com/jobs/view/cloud-field-engineer-americas-remote-at-canonical-3912111528?position=4&pageNum=5&refId=5wed%2FryVft3UA5OssotY2w%3D%3D&trackingId=ajSZRVh%2FWPmxWrzKIurT0g%3D%3D&trk=public_jobs_jserp-result_search-card
Python Software Engineer - Ubuntu Server Certification,Canonical,"León, Guanajuato, Mexico",,2024-02-13,https://mx.linkedin.com/jobs/view/python-software-engineer-ubuntu-server-certification-at-canonical-3828433088?position=5&pageNum=5&refId=5wed%2FryVft3UA5OssotY2w%3D%3D&trackingId=OFq21VRW03K73cIXwx4N7A%3D%3D&trk=public_jobs_jserp-result_search-card
System Software Engineer - Ubuntu Networking,Canonical,"León, Guanajuato, Mexico",,2024-02-07,https://mx.linkedin.com/jobs/view/system-software-engineer-ubuntu-networking-at-canonical-3823555941?position=6&pageNum=5&refId=5wed%2FryVft3UA5OssotY2w%3D%3D&trackingId=%2FHHrVvEbdYkB5nqrPTJWFg%3D%3D&trk=public_jobs_jserp-result_search-card
Lead Development Lifecycle Engineer,Canonical,"León, Guanajuato, Mexico",,2023-11-07,https://mx.linkedin.com/jobs/view/lead-development-lifecycle-engineer-at-canonical-3758456693?position=7&pageNum=5&refId=5wed%2FryVft3UA5OssotY2w%3D%3D&trackingId=wcxDIRiKECRuy8toaGUWJw%3D%3D&trk=public_jobs_jserp-result_search-card
"DevOps Engineer - Remote, Latin America",Bluelight Consulting | DevOps & Software Development,"León, Guanajuato, Mexico",,2023-03-29,https://mx.linkedin.com/jobs/view/devops-engineer-remote-latin-america-at-bluelight-consulting-devops-software-development-3575089831?position=8&pageNum=5&refId=5wed%2FryVft3UA5OssotY2w%3D%3D&trackingId=RiqmVeR3JkfqfkpYoGzXdQ%3D%3D&trk=public_jobs_jserp-result_search-card
Programador CNC,,"León, Mexico Metropolitan Area",,2024-04-26,
AI/ML and MLOps Field Engineer,Canonical,"León, Guanajuato, Mexico",,2024-04-03,https://mx.linkedin.com/jobs/view/ai-ml-and-mlops-field-engineer-at-canonical-3881290128?position=10&pageNum=5&refId=5wed%2FryVft3UA5OssotY2w%3D%3D&trackingId=izytbA5MZgYDQLQxwn2XAA%3D%3D&trk=public_jobs_jserp-result_search-card
"Site Reliability Engineer, Americas",Canonical,"León, Guanajuato, Mexico",,2024-02-28,https://mx.linkedin.com/jobs/view/site-reliability-engineer-americas-at-canonical-3839792399?position=1&pageNum=7&refId=cISaqz0D%2FhenLR0RV6GOzw%3D%3D&trackingId=MPFHJbfxQTzFJlwKxCK8TQ%3D%3D&trk=public_jobs_jserp-result_search-card
Security Engineer - Ubuntu,Canonical,"León, Guanajuato, Mexico",,2024-04-04,https://mx.linkedin.com/jobs/view/security-engineer-ubuntu-at-canonical-3883436436?position=2&pageNum=7&refId=cISaqz0D%2FhenLR0RV6GOzw%3D%3D&trackingId=TCVEUrWcM%2FYMhp6RYaQnsg%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Node Developer,Lumenalta (formerly Clevertech),"León, Guanajuato, Mexico",Actively Hiring,2024-05-13,https://mx.linkedin.com/jobs/view/senior-node-developer-at-lumenalta-formerly-clevertech-3924732665?position=3&pageNum=7&refId=cISaqz0D%2FhenLR0RV6GOzw%3D%3D&trackingId=skPAGtHJpryKP41AoQINNw%3D%3D&trk=public_jobs_jserp-result_search-card
"Ruby on Rails Engineer - Remote, Full-Time",Bluelight Consulting | DevOps & Software Development,"León, Guanajuato, Mexico",,2023-03-29,https://mx.linkedin.com/jobs/view/ruby-on-rails-engineer-remote-full-time-at-bluelight-consulting-devops-software-development-3575094083?position=4&pageNum=7&refId=cISaqz0D%2FhenLR0RV6GOzw%3D%3D&trackingId=7ZOpENUUg0MjePvwz8upsg%3D%3D&trk=public_jobs_jserp-result_search-card
Rust Engineering Lead - Linux and Open Source,Canonical,"León, Guanajuato, Mexico",,2024-04-05,https://mx.linkedin.com/jobs/view/rust-engineering-lead-linux-and-open-source-at-canonical-3884286371?position=5&pageNum=7&refId=cISaqz0D%2FhenLR0RV6GOzw%3D%3D&trackingId=Gvj6ImgCZlO04wiXYD08VA%3D%3D&trk=public_jobs_jserp-result_search-card
Containerization & Virtualisation Engineer,Canonical,"León, Guanajuato, Mexico",,2024-04-12,https://mx.linkedin.com/jobs/view/containerization-virtualisation-engineer-at-canonical-3896015151?position=6&pageNum=7&refId=cISaqz0D%2FhenLR0RV6GOzw%3D%3D&trackingId=lBcFxdvlTs3bw8zMavkHtg%3D%3D&trk=public_jobs_jserp-result_search-card
Staff Security Operations Engineer,Canonical,"León, Guanajuato, Mexico",,2024-03-29,https://mx.linkedin.com/jobs/view/staff-security-operations-engineer-at-canonical-3874944524?position=7&pageNum=7&refId=cISaqz0D%2FhenLR0RV6GOzw%3D%3D&trackingId=urENnV4lXfjqWW93HeIVFg%3D%3D&trk=public_jobs_jserp-result_search-card
Site Reliability / Gitops Engineer,Canonical,"León, Guanajuato, Mexico",,2024-03-22,https://mx.linkedin.com/jobs/view/site-reliability-gitops-engineer-at-canonical-3867103151?position=8&pageNum=7&refId=cISaqz0D%2FhenLR0RV6GOzw%3D%3D&trackingId=lNolMO2vg%2F%2FYcIg4GggQOA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Site Reliability / Gitops Engineer,Canonical,"León, Guanajuato, Mexico",,2024-04-22,https://mx.linkedin.com/jobs/view/senior-site-reliability-gitops-engineer-at-canonical-3907118278?position=9&pageNum=7&refId=cISaqz0D%2FhenLR0RV6GOzw%3D%3D&trackingId=fc852AThYXSz9ugEpnfFUg%3D%3D&trk=public_jobs_jserp-result_search-card
